numbers,valid,location
(773) 841-7286,True,"Chicago, IL"
(712) 386-5460,True,Iowa
(324) 786-7200,False,n/a
(568) 823-1763,False,n/a
(960) 347-7710,False,n/a
(644) 445-9923,False,n/a
(641) 314-1871,True,Iowa
(388) 494-3045,False,n/a
(495) 283-6304,False,n/a
(446) 582-0890,False,n/a
(262) 464-7141,True,Wisconsin
(287) 314-1365,False,n/a
(800) 843-7435,True,n/a
(616) 396-8394,True,"Holland, MI"
(691) 593-4562,False,n/a
(825) 995-9926,True,Alberta
(945) 507-7941,False,n/a
(259) 582-7922,False,n/a
(921) 370-0456,False,n/a
(812) 553-3508,True,Indiana
(773) 254-7605,True,"Chicago, IL"
(535) 980-6867,False,n/a
(779) 936-8995,True,Illinois
(932) 986-2299,False,n/a
(728) 407-1894,False,n/a
(463) 456-8371,True,Indiana
(785) 630-2889,True,Kansas
(872) 224-2081,True,"Chicago, IL"
(708) 503-3566,True,Illinois
(710) 684-9032,True,United States
(974) 249-2261,False,n/a
(230) 875-2357,False,n/a
(617) 695-1687,True,"Boston, MA"
(485) 287-8719,False,n/a
(800) 417-3001,True,n/a
(556) 618-0228,False,n/a
(496) 807-3607,False,n/a
(759) 304-5297,False,n/a
(912) 745-8540,True,Georgia
(801) 684-9485,True,Utah
(315) 552-5988,True,New York
(918) 865-8905,True,"Mannford, OK"
(403) 237-8252,True,"Calgary, AB"
(857) 566-0102,True,Massachusetts
(324) 643-3447,False,n/a
(716) 396-6072,True,New York
(736) 474-3294,False,n/a
(828) 471-8618,True,North Carolina
(940) 454-7654,True,Texas
(926) 800-5311,False,n/a
(780) 322-3845,True,Alberta
(310) 781-7230,True,"Torrance, CA"
(751) 498-5973,False,n/a
(349) 939-8915,False,n/a
(716) 403-3663,True,New York
(521) 324-1760,True,n/a
(428) 696-4898,False,n/a
(328) 956-7176,False,n/a
(887) 559-5224,False,n/a
(230) 646-2708,False,n/a
(405) 539-4320,True,Oklahoma
(464) 615-4511,False,n/a
(507) 877-0892,True,Minnesota
(795) 401-7650,False,n/a
(601) 214-9776,True,Mississippi
(273) 836-1973,False,n/a
(318) 431-8452,True,Louisiana
(402) 990-9354,True,Nebraska
(532) 507-7775,False,n/a
(336) 792-4721,True,North Carolina
(251) 967-0821,True,"Gulf Shores, AL"
(857) 452-8678,True,Massachusetts
(770) 804-1855,True,"Atlanta, GA"
(663) 224-1213,False,n/a
(808) 201-4249,True,Hawaii
(251) 622-8262,True,Alabama
(300) 683-9760,False,n/a
(820) 270-0973,True,California
(453) 730-6692,False,n/a
(589) 900-0362,False,n/a
(870) 329-6157,True,Arkansas
(335) 706-4278,False,n/a
(955) 795-1748,False,n/a
(957) 211-2358,False,n/a
(358) 579-6366,False,n/a
(400) 830-7898,False,n/a
(950) 635-1789,False,n/a
(591) 647-2886,False,n/a
(350) 968-1641,False,n/a
(757) 993-7742,True,Virginia
(627) 590-2806,False,n/a
(315) 747-0143,True,New York
(875) 658-4403,False,n/a
(218) 609-2312,True,Minnesota
(689) 844-4452,True,Florida
(952) 627-7310,True,Minnesota
(489) 652-0763,False,n/a
(379) 585-4084,False,n/a
(585) 766-7016,True,New York
(385) 738-9899,True,Utah
(390) 421-0840,False,n/a
(940) 352-1129,True,Texas
(887) 604-1101,False,n/a
(492) 808-9129,False,n/a
(304) 438-9360,True,"Rainelle, WV"
(753) 689-3450,False,n/a
(883) 701-3781,False,n/a
(346) 417-7377,True,Texas
(886) 628-1879,False,n/a
(387) 553-0372,False,n/a
(498) 270-8092,False,n/a
(994) 554-0692,False,n/a
(704) 713-3652,True,North Carolina
(424) 212-2198,True,California
(268) 832-5136,False,n/a
(204) 731-7406,True,Manitoba
(253) 481-4432,True,Washington State
(359) 207-5339,False,n/a
(543) 944-3037,False,n/a
(562) 849-7446,True,California
(870) 242-4395,True,Arkansas
(894) 475-9513,False,n/a
(297) 495-2271,False,n/a
(420) 772-0429,False,n/a
(481) 869-6980,False,n/a
(447) 901-7496,False,n/a
(272) 685-3185,True,Pennsylvania
(568) 612-5619,False,n/a
(637) 423-4591,False,n/a
(250) 317-2096,True,"Kelowna, BC"
(693) 399-0981,False,n/a
(549) 282-7494,False,n/a
(914) 714-5642,True,New York
(677) 982-6731,False,n/a
(551) 672-2792,True,New Jersey
(847) 857-7461,True,Illinois
(868) 710-9987,True,Trinidad & Tobago
(372) 622-0849,False,n/a
(849) 925-8758,True,Dominican Republic
(608) 916-3953,True,Wisconsin
(481) 998-2871,False,n/a
(281) 903-4622,True,Texas
(231) 351-2339,True,Michigan
(445) 239-2654,True,Philadelphia
(307) 384-4624,True,Wyoming
(204) 278-0959,True,Manitoba
(777) 882-0717,False,n/a
(630) 319-2570,True,Illinois
(374) 886-5670,False,n/a
(460) 920-0846,False,n/a
(376) 677-8819,False,n/a
(975) 362-0764,False,n/a
(951) 637-3040,True,"Riverside, CA"
(887) 909-3616,False,n/a
(980) 952-5309,True,North Carolina
(821) 608-4246,False,n/a
(927) 815-6356,False,n/a
(829) 544-5751,True,Dominican Republic
(846) 790-7530,False,n/a
(572) 232-0111,False,n/a
(300) 314-3582,False,n/a
(776) 443-9346,False,n/a
(885) 583-6414,False,n/a
(398) 856-5982,False,n/a
(721) 546-8442,True,Sint Maarten
(862) 567-3831,True,New Jersey
(756) 726-5343,False,n/a
(696) 749-6797,False,n/a
(263) 335-3651,False,n/a
(463) 557-2334,True,Indiana
(799) 744-1337,False,n/a
(994) 330-7136,False,n/a
(561) 861-1085,True,Florida
(726) 558-1818,True,"San Antonio, TX"
(791) 533-4469,False,n/a
(840) 568-1237,False,n/a
(627) 588-1838,False,n/a
(517) 523-8472,True,"Osseo, MI"
(663) 880-5621,False,n/a
(333) 603-0304,False,n/a
(704) 302-3295,True,North Carolina
(942) 336-7411,False,n/a
(562) 628-1995,True,California
(836) 952-7762,False,n/a
(799) 201-1973,False,n/a
(940) 461-3977,True,Texas
(311) 875-9145,False,n/a
(623) 760-4366,True,Arizona
(522) 415-9642,True,n/a
(443) 500-7385,True,Maryland
(881) 922-5366,False,n/a
(709) 594-5026,True,Newfoundland and Labrador
(767) 419-4080,False,n/a
(377) 842-9737,False,n/a
(447) 899-8345,False,n/a
(965) 269-1159,False,n/a
(839) 368-2130,False,n/a
(837) 647-8915,False,n/a
(423) 774-5134,True,Tennessee
(918) 892-0205,True,Oklahoma
(349) 512-4699,False,n/a
(602) 625-9485,True,Arizona
(589) 968-8990,False,n/a
(224) 434-0250,True,Illinois
(210) 754-7072,True,"San Antonio, TX"
(690) 720-4583,False,n/a
(650) 764-2933,True,California
(846) 611-2442,False,n/a
(607) 515-6890,True,New York
(294) 839-1670,False,n/a
(330) 911-6969,True,Ohio
(478) 459-8496,True,Georgia
(706) 895-1547,True,Georgia
(249) 216-5960,True,Ontario
(278) 910-7196,False,n/a
(390) 986-7800,False,n/a
(663) 684-2554,False,n/a
(612) 382-7015,True,Minnesota
(585) 225-6726,True,"Rochester, NY"
(690) 651-8765,False,n/a
(408) 268-5543,True,"San Jose, CA"
(648) 774-5150,False,n/a
(456) 249-1726,False,n/a
(299) 333-7569,False,n/a
(567) 449-7699,True,Ohio
(217) 783-3727,True,Illinois
(945) 597-4386,False,n/a
(448) 918-8176,False,n/a
(548) 725-0783,True,Ontario
(917) 588-6688,True,New York
(718) 654-2817,True,"Bronx, NY"
(377) 394-2796,False,n/a
(674) 512-2327,False,n/a
(814) 775-2177,True,Pennsylvania
(526) 963-8940,False,n/a
(716) 413-5245,True,New York
(302) 801-7301,True,Delaware
(509) 381-7357,True,Washington State
(876) 455-0248,True,Jamaica
(741) 623-8198,False,n/a
(944) 798-9877,False,n/a
(930) 994-3939,True,Indiana
(453) 354-2545,False,n/a
(332) 235-2159,True,"New York, NY"
(352) 744-4619,True,Florida
(598) 358-9760,False,n/a
(461) 475-5614,False,n/a
(899) 785-9644,False,n/a
(588) 431-0819,True,n/a
(240) 798-5022,True,Maryland
(932) 767-5398,False,n/a
(806) 338-6171,True,Texas
(905) 821-8001,True,"Mississauga, ON"
(237) 955-2669,False,n/a
(898) 310-9298,False,n/a
(332) 508-4925,True,"New York, NY"
(784) 807-3061,False,n/a
(658) 420-3557,True,Jamaica
(460) 839-3310,False,n/a
(868) 869-7303,False,n/a
(934) 331-8246,True,"New York, NY"
(538) 692-5473,False,n/a
(567) 997-3799,True,Ohio
(745) 697-9421,False,n/a
(596) 959-4096,False,n/a
(273) 446-1389,False,n/a
(402) 482-1047,True,"Lincoln, NE"
(281) 228-0781,True,Texas
(645) 357-6378,False,n/a
(366) 522-4293,False,n/a
(686) 922-9974,False,n/a
(966) 689-1819,False,n/a
(832) 941-5539,True,Texas
(508) 530-4582,True,Massachusetts
(890) 863-7501,False,n/a
(301) 363-0973,True,Maryland
(451) 905-0971,False,n/a
(639) 708-1714,True,Saskatchewan
(682) 910-8257,True,Texas
(493) 922-3133,False,n/a
(770) 445-7362,True,"Dallas, GA"
(717) 848-4823,True,"York, PA"
(697) 634-1472,False,n/a
(836) 307-7445,False,n/a
(304) 782-1165,True,"Salem, WV"
(785) 942-6949,True,Kansas
(627) 397-8032,False,n/a
(395) 602-2992,False,n/a
(513) 774-4243,True,Ohio
(450) 298-0371,True,Quebec
(923) 247-8116,False,n/a
(404) 525-5773,True,"Atlanta, GA"
(453) 439-1528,False,n/a
(593) 231-4844,False,n/a
(356) 579-5790,False,n/a
(873) 872-7543,True,Quebec
(930) 838-7798,True,Indiana
(856) 601-5269,True,New Jersey
(476) 637-1012,False,n/a
(574) 882-6337,True,Indiana
(370) 638-2447,False,n/a
(834) 369-4266,False,n/a
(347) 384-5607,True,New York
(433) 671-4089,False,n/a
(332) 563-5003,True,"New York, NY"
(443) 734-0157,True,Maryland
(894) 376-5351,False,n/a
(559) 224-5125,True,"Fresno, CA"
(361) 425-9480,True,Texas
(267) 801-4599,True,Pennsylvania
(470) 751-1306,True,Georgia
(255) 327-5443,False,n/a
(340) 574-2489,False,n/a
(538) 230-0194,False,n/a
(322) 766-0727,False,n/a
(811) 288-3210,False,n/a
(469) 426-1092,True,Texas
(388) 589-5728,False,n/a
(820) 815-6051,True,California
(274) 254-1228,False,n/a
(422) 990-1249,False,n/a
(574) 686-0175,True,Indiana
(492) 502-9566,False,n/a
(466) 594-9584,False,n/a
(668) 302-7920,False,n/a
(399) 719-9847,False,n/a
(840) 769-1721,False,n/a
(522) 700-1509,True,n/a
(207) 618-3535,True,Maine
(413) 421-4630,True,Massachusetts
(724) 449-5183,True,"Gibsonia, PA"
(398) 417-3599,False,n/a
(781) 956-3708,True,Massachusetts
(966) 572-0595,False,n/a
(981) 616-9115,False,n/a
(390) 497-3182,False,n/a
(808) 557-5954,True,Hawaii
(882) 624-5124,False,n/a
(645) 241-6537,False,n/a
(894) 226-1612,False,n/a
(996) 923-8517,False,n/a
(856) 674-0042,True,New Jersey
(915) 803-9722,True,Texas
(837) 485-0776,False,n/a
(239) 215-2869,True,Florida
(963) 661-0005,False,n/a
(683) 251-5630,False,n/a
(220) 945-7637,True,Ohio
(558) 902-2007,False,n/a
(909) 258-8739,True,California
(233) 904-4995,False,n/a
(558) 703-0095,False,n/a
(626) 540-7519,True,California
(639) 247-1665,True,Saskatchewan
(277) 624-7848,False,n/a
(309) 919-5978,True,Illinois
(781) 531-9307,True,Massachusetts
(807) 502-4243,True,Ontario
(600) 571-0829,True,Canada
(839) 878-3055,False,n/a
(605) 488-2534,True,South Dakota
(833) 273-3443,True,n/a
(677) 493-4486,False,n/a
(207) 455-3284,True,Maine
(449) 366-3780,False,n/a
(249) 821-8606,True,Ontario
(347) 432-2763,True,New York
(358) 483-0975,False,n/a
(521) 396-1594,True,n/a
(412) 668-2476,True,Pennsylvania
(228) 448-2445,True,Mississippi
(701) 288-9652,True,"Ashley, ND"
(655) 787-2351,False,n/a
(677) 371-2282,False,n/a
(866) 545-0273,True,n/a
(397) 573-2359,False,n/a
(256) 806-2453,True,Alabama
(227) 833-8535,False,n/a
(676) 626-7769,False,n/a
(501) 402-4076,True,Arkansas
(372) 224-0303,False,n/a
(488) 557-7268,False,n/a
(277) 246-1616,False,n/a
(351) 322-9301,True,Massachusetts
(467) 779-6095,False,n/a
(774) 298-6112,True,Massachusetts
(965) 633-8754,False,n/a
(388) 683-6673,False,n/a
(375) 380-6480,False,n/a
(360) 844-5465,True,Washington State
(969) 712-3209,False,n/a
(541) 313-8895,True,Oregon
(303) 774-2330,True,"Longmont, CO"
(939) 556-0691,True,Puerto Rico
(972) 387-6051,True,"Dallas, TX"
(333) 767-1323,False,n/a
(470) 420-3568,True,Georgia
(360) 464-8767,True,Washington State
(229) 880-6590,True,Georgia
(707) 688-3859,True,California
(798) 820-5959,False,n/a
(298) 684-6528,False,n/a
(680) 891-7470,True,New York
(457) 589-0387,False,n/a
(928) 447-6523,True,Arizona
(655) 449-1265,False,n/a
(854) 778-5688,True,Ohio
(995) 724-4659,False,n/a
(972) 367-1750,True,Texas
(493) 852-6503,False,n/a
(441) 301-7659,True,Bermuda
(497) 954-5823,False,n/a
(239) 522-3905,True,Florida
(936) 883-1644,True,Texas
(950) 703-8870,False,n/a
(733) 709-3190,False,n/a
(923) 888-8775,False,n/a
(873) 494-2154,True,Quebec
(294) 546-6102,False,n/a
(552) 339-2614,False,n/a
(280) 214-3289,False,n/a
(353) 265-5068,False,n/a
(813) 652-2212,True,Florida
(353) 296-9288,False,n/a
(341) 719-7848,True,California
(226) 495-6289,True,Ontario
(797) 445-1281,False,n/a
(895) 965-3749,False,n/a
(961) 397-3545,False,n/a
(696) 863-6566,False,n/a
(709) 768-1504,True,Newfoundland and Labrador
(281) 883-0811,True,Texas
(393) 522-0848,False,n/a
(909) 756-7979,True,California
(370) 731-4229,False,n/a
(355) 587-3885,False,n/a
(505) 436-7370,True,New Mexico
(547) 238-1700,False,n/a
(517) 394-6370,True,"Lansing, MI"
(830) 495-8350,True,Texas
(840) 876-1144,False,n/a
(345) 538-7126,False,n/a
(917) 217-5548,True,New York
(243) 671-6463,False,n/a
(752) 876-9124,False,n/a
(996) 872-1389,False,n/a
(930) 668-7915,True,Indiana
(470) 522-5098,True,Georgia
(991) 795-9090,False,n/a
(424) 592-3644,True,California
(494) 544-6164,False,n/a
(706) 716-4288,True,Georgia
(864) 934-2309,True,South Carolina
(800) 797-1183,True,n/a
(623) 373-3611,True,Arizona
(220) 559-1153,True,Ohio
(513) 314-4023,True,Ohio
(387) 238-6167,False,n/a
(287) 474-6623,False,n/a
(565) 940-7709,False,n/a
(895) 318-7496,False,n/a
(996) 239-8739,False,n/a
(802) 522-2065,True,Vermont
(719) 274-9560,True,"La Jara, CO"
(675) 245-6199,False,n/a
(533) 402-6083,True,n/a
(222) 279-5991,False,n/a
(298) 849-4329,False,n/a
(609) 215-1091,True,New Jersey
(482) 418-4436,False,n/a
(605) 842-0172,True,"Winner, SD"
(642) 548-9732,False,n/a
(451) 264-2202,False,n/a
(716) 996-8008,True,New York
(364) 406-3479,True,Kentucky
(704) 553-9243,True,"Charlotte, NC"
(863) 721-0690,True,Florida
(728) 334-0782,False,n/a
(726) 575-3093,True,"San Antonio, TX"
(631) 652-4648,True,New York
(589) 234-9117,False,n/a
(399) 339-2667,False,n/a
(530) 473-2193,True,"Williams, CA"
(794) 630-7762,False,n/a
(285) 748-8486,False,n/a
(502) 639-6409,True,Kentucky
(707) 610-6304,True,California
(865) 929-5113,True,Tennessee
(379) 367-5613,False,n/a
(968) 551-5834,False,n/a
(441) 595-2893,True,Bermuda
(906) 842-3613,True,Michigan
(918) 639-7469,True,Oklahoma
(698) 723-9564,False,n/a
(831) 382-9608,True,California
(335) 234-8862,False,n/a
(569) 712-0253,False,n/a
(376) 732-5326,False,n/a
(852) 816-9643,False,n/a
(667) 336-6988,True,Maryland
(348) 703-1523,False,n/a
(858) 382-5548,True,California
(252) 709-9427,True,North Carolina
(632) 785-3033,False,n/a
(474) 586-4586,False,n/a
(549) 724-3985,False,n/a
(844) 891-8000,True,n/a
(691) 323-6126,False,n/a
(444) 947-2493,False,n/a
(258) 297-8261,False,n/a
(906) 706-2987,True,Michigan
(937) 319-0723,True,Ohio
(493) 266-7537,False,n/a
(586) 802-4307,True,Michigan
(282) 704-6290,False,n/a
(235) 728-3486,False,n/a
(649) 328-5616,False,n/a
(420) 819-7445,False,n/a
(883) 691-9059,False,n/a
(483) 550-8947,False,n/a
(378) 759-2987,False,n/a
(715) 915-1609,True,Wisconsin
(890) 949-8678,False,n/a
(819) 350-3497,True,Quebec
(828) 258-0646,True,"Asheville, NC"
(958) 721-4358,False,n/a
(391) 372-0155,False,n/a
(558) 494-2162,False,n/a
(709) 828-0244,True,Newfoundland and Labrador
(646) 547-9340,True,New York
(433) 529-5000,False,n/a
(518) 905-1941,True,New York
(695) 987-4193,False,n/a
(374) 648-3215,False,n/a
(402) 587-0328,True,Nebraska
(746) 455-1742,False,n/a
(516) 580-6739,True,New York
(556) 572-0563,False,n/a
(828) 890-6628,True,North Carolina
(914) 755-0746,True,New York
(846) 359-8625,False,n/a
(388) 952-0811,False,n/a
(546) 815-0630,False,n/a
(860) 374-4804,True,Connecticut
(840) 690-8075,False,n/a
(222) 758-6336,False,n/a
(343) 937-9903,True,Ontario
(455) 790-6191,False,n/a
(937) 998-6883,True,Ohio
(904) 611-1964,True,Florida
(851) 352-7163,False,n/a
(526) 856-1663,False,n/a
(222) 415-5642,False,n/a
(673) 817-3376,False,n/a
(388) 336-5484,False,n/a
(420) 708-5321,False,n/a
(774) 610-2991,True,Massachusetts
(364) 675-3154,True,Kentucky
(865) 254-4302,True,Tennessee
(462) 220-1061,False,n/a
(855) 890-2708,True,n/a
(757) 327-9758,True,Virginia
(585) 961-5697,True,New York
(588) 994-3400,True,n/a
(600) 582-8993,True,Canada
(888) 310-3531,True,n/a
(996) 419-1859,False,n/a
(558) 341-8851,False,n/a
(876) 556-1059,True,Jamaica
(638) 894-9351,False,n/a
(884) 840-5201,False,n/a
(843) 626-5619,True,"Myrtle Beach, SC"
(302) 216-0198,True,Delaware
(776) 683-0488,False,n/a
(915) 873-3068,True,Texas
(469) 269-2702,True,Texas
(938) 568-4084,True,Alabama
(546) 839-3495,False,n/a
(328) 720-4629,False,n/a
(959) 449-3211,True,Connecticut
(858) 649-0968,True,California
(797) 282-3574,False,n/a
(705) 344-3107,True,Ontario
(526) 837-3151,False,n/a
(304) 842-8619,True,"Bridgeport, WV"
(246) 439-4451,True,Barbados
(709) 976-1540,True,Newfoundland and Labrador
(974) 783-4413,False,n/a
(772) 606-5521,True,Florida
(733) 229-8935,False,n/a
(587) 571-6395,True,Alberta
(466) 323-3807,False,n/a
(280) 958-8317,False,n/a
(524) 860-2008,False,n/a
(392) 515-9283,False,n/a
(677) 589-8817,False,n/a
(421) 969-1877,False,n/a
(369) 459-0848,False,n/a
(973) 436-1572,True,New Jersey
(689) 466-5134,True,Florida
(520) 329-1643,True,"Tucson, AZ"
(513) 821-7668,True,"Cincinnati, OH"
(760) 917-0096,True,California
(911) 739-6477,False,n/a
(430) 360-5704,True,Texas
(815) 955-3228,True,Illinois
(919) 945-9676,True,North Carolina
(661) 585-3876,True,California
(650) 898-3497,True,California
(935) 218-6519,False,n/a
(431) 901-2523,True,Manitoba
(705) 320-4937,True,Ontario
(820) 994-4163,True,California
(962) 364-2304,False,n/a
(899) 959-1336,False,n/a
(314) 384-5427,True,"St. Louis, MO"
(265) 811-0124,False,n/a
(862) 502-0176,True,New Jersey
(853) 839-0882,False,n/a
(217) 530-6452,True,Illinois
(630) 869-7926,True,Illinois
(247) 280-1083,False,n/a
(337) 715-4312,True,Louisiana
(566) 861-7667,True,n/a
(851) 248-4107,False,n/a
(418) 528-0456,True,"Quebec City, QC"
(294) 488-4909,False,n/a
(938) 400-2281,True,Alabama
(261) 422-6988,False,n/a
(776) 930-7333,False,n/a
(750) 373-1097,False,n/a
(773) 762-8168,True,"Chicago, IL"
(468) 570-2727,False,n/a
(329) 455-4723,False,n/a
(330) 814-0535,True,Ohio
(228) 774-7842,True,Mississippi
(320) 852-5982,True,Minnesota
(240) 649-7866,True,Maryland
(819) 469-2744,True,Quebec
(499) 502-2764,False,n/a
(534) 756-2938,True,Wisconsin
(679) 206-3939,False,n/a
(216) 201-1032,True,Ohio
(746) 920-6104,False,n/a
(945) 254-4953,False,n/a
(763) 407-0739,True,Minnesota
(544) 704-0873,True,n/a
(838) 728-5537,True,New York
(908) 918-4722,True,New Jersey
(833) 527-9726,True,n/a
(989) 831-2546,True,"Stanton, MI"
(572) 984-2890,False,n/a
(334) 804-8352,True,Alabama
(679) 821-6218,False,n/a
(245) 255-8515,False,n/a
(975) 924-5433,False,n/a
(286) 925-4875,False,n/a
(669) 319-2191,True,California
(280) 342-9965,False,n/a
(651) 769-5890,True,Minnesota
(877) 287-2411,True,n/a
(237) 343-4510,False,n/a
(430) 749-4387,True,Texas
(522) 327-7544,True,n/a
(548) 242-3823,True,Ontario
(605) 809-0823,True,South Dakota
(826) 673-5502,False,n/a
(573) 692-8051,True,Missouri
(452) 448-2831,False,n/a
(338) 325-5216,False,n/a
(819) 788-6425,True,Quebec
(490) 243-6249,False,n/a
(821) 887-6187,False,n/a
(676) 827-4167,False,n/a
(890) 937-4299,False,n/a
(309) 774-1107,True,Illinois
(258) 919-2815,False,n/a
(894) 772-5564,False,n/a
(589) 263-6010,False,n/a
(546) 739-6557,False,n/a
(553) 382-0299,False,n/a
(267) 379-6802,True,Pennsylvania
(702) 331-3289,True,"Las Vegas, NV"
(326) 209-5628,False,n/a
(648) 755-0720,False,n/a
(737) 665-3020,True,Texas
(598) 523-9845,False,n/a
(565) 402-5669,False,n/a
(343) 291-6023,True,Ontario
(410) 874-9863,True,Maryland
(524) 727-5019,False,n/a
(355) 771-1064,False,n/a
(799) 240-0181,False,n/a
(256) 695-6663,True,Alabama
(908) 688-2720,True,"Union, NJ"
(561) 865-7216,True,"Delray Beach, FL"
(316) 624-0471,True,Kansas
(693) 803-7692,False,n/a
(807) 988-0719,True,Ontario
(949) 382-5000,True,California
(332) 699-4044,True,"New York, NY"
(540) 346-4196,True,Virginia
(434) 897-9153,True,Virginia
(907) 202-2055,True,Alaska
(916) 615-3736,True,California
(591) 282-7072,False,n/a
(976) 769-2658,False,n/a
(337) 716-9958,True,Louisiana
(387) 758-2615,False,n/a
(897) 553-7265,False,n/a
(977) 775-5140,False,n/a
(563) 515-3970,True,Iowa
(800) 832-1219,True,n/a
(255) 230-9458,False,n/a
(554) 693-6694,False,n/a
(995) 863-7722,False,n/a
(780) 993-3266,True,"Edmonton, AB"
(339) 871-1723,True,Massachusetts
(695) 552-0122,False,n/a
(740) 627-7500,True,Ohio
(201) 582-7746,True,New Jersey
(556) 421-6226,False,n/a
(953) 411-6088,False,n/a
(420) 496-9902,False,n/a
(687) 932-0614,False,n/a
(865) 282-3541,True,Tennessee
(837) 379-0644,False,n/a
(772) 712-7377,True,Florida
(636) 413-2657,True,Missouri
(375) 861-3354,False,n/a
(338) 497-9041,False,n/a
(912) 414-6919,True,Georgia
(585) 249-1955,True,New York
(859) 588-8312,True,Kentucky
(784) 562-6062,False,n/a
(422) 327-1220,False,n/a
(288) 791-4101,False,n/a
(633) 555-3306,False,n/a
(803) 502-3056,True,South Carolina
(230) 633-7761,False,n/a
(488) 538-7760,False,n/a
(769) 738-0765,True,Mississippi
(438) 946-0991,True,Quebec
(887) 212-9889,False,n/a
(457) 736-6838,False,n/a
(880) 546-0572,False,n/a
(717) 868-5417,True,Pennsylvania
(648) 461-5439,False,n/a
(766) 883-7753,False,n/a
(447) 279-4090,False,n/a
(989) 619-9604,True,Michigan
(775) 589-7963,True,Nevada
(587) 370-2976,True,Alberta
(733) 830-8666,False,n/a
(437) 642-1059,True,Ontario
(358) 332-1175,False,n/a
(997) 960-3879,False,n/a
(583) 523-3396,False,n/a
(778) 810-2430,True,British Columbia
(877) 241-1880,True,n/a
(389) 497-0327,False,n/a
(222) 655-1420,False,n/a
(225) 209-2054,True,Louisiana
(726) 813-5567,True,"San Antonio, TX"
(330) 387-1524,True,Ohio
(381) 259-9018,False,n/a
(561) 962-5634,True,"Boca Raton, FL"
(844) 578-9679,True,n/a
(955) 965-4737,False,n/a
(810) 572-0287,True,Michigan
(662) 510-7863,True,Mississippi
(492) 420-4711,False,n/a
(897) 975-4065,False,n/a
(459) 355-5684,False,n/a
(577) 723-4695,True,n/a
(965) 390-8211,False,n/a
(268) 658-4337,False,n/a
(292) 336-8611,False,n/a
(482) 971-8230,False,n/a
(828) 962-2854,True,North Carolina
(263) 887-1231,False,n/a
(206) 358-8278,True,Washington State
(887) 753-4952,False,n/a
(238) 266-9603,False,n/a
(884) 955-2601,False,n/a
(976) 927-5059,False,n/a
(983) 685-6671,False,n/a
(620) 287-6334,True,Kansas
(846) 213-2737,False,n/a
(994) 442-7758,False,n/a
(844) 993-9605,True,n/a
(970) 903-6616,True,"Durango, CO"
(741) 679-4302,False,n/a
(225) 336-9786,True,"Baton Rouge, LA"
(451) 983-8797,False,n/a
(256) 726-0754,True,"Huntsville, AL"
(581) 807-6596,True,Quebec
(910) 354-7296,True,North Carolina
(745) 398-2352,False,n/a
(209) 765-6790,True,California
(901) 860-4050,True,Tennessee
(715) 966-4510,True,Wisconsin
(702) 393-2887,True,Nevada
(779) 755-7302,True,Illinois
(798) 446-6139,False,n/a
(844) 694-8304,True,n/a
(535) 818-4277,False,n/a
(338) 241-1384,False,n/a
(368) 530-5956,False,n/a
(919) 256-8510,True,"Raleigh, NC"
(291) 921-3188,False,n/a
(275) 710-0698,False,n/a
(548) 768-2285,True,Ontario
(674) 413-9813,False,n/a
(416) 980-9939,True,Ontario
(679) 634-9253,False,n/a
(852) 561-6098,False,n/a
(525) 787-1320,False,n/a
(970) 837-0156,True,Colorado
(641) 435-5567,True,"Nashua, IA"
(761) 577-7523,False,n/a
(756) 217-7505,False,n/a
(524) 292-1997,False,n/a
(514) 615-3965,True,Quebec
(830) 925-4669,True,Texas
(545) 537-1879,False,n/a
(428) 702-6749,False,n/a
(489) 412-2719,False,n/a
(432) 928-9520,True,Texas
(251) 603-1591,True,Alabama
(356) 683-6787,False,n/a
(333) 458-3577,False,n/a
(777) 267-4708,False,n/a
(355) 499-1669,False,n/a
(647) 646-4337,True,Ontario
(607) 415-3788,True,New York
(377) 630-8369,False,n/a
(554) 261-2192,False,n/a
(491) 460-2334,False,n/a
(807) 401-7204,True,Ontario
(232) 538-3471,False,n/a
(812) 675-2419,True,Indiana
(403) 980-8591,True,"Airdrie, AB"
(401) 736-7634,True,"Warwick, RI"
(423) 585-4686,True,"Morristown, TN"
(499) 948-5596,False,n/a
(421) 864-9478,False,n/a
(301) 474-0442,True,Maryland
(698) 210-3905,False,n/a
(643) 875-5103,False,n/a
(781) 844-5111,True,Massachusetts
(792) 772-3286,False,n/a
(685) 546-2634,False,n/a
(462) 205-8093,False,n/a
(677) 482-5503,False,n/a
(446) 749-7119,False,n/a
(765) 569-6783,True,"Rockville, IN"
(885) 565-1523,False,n/a
(261) 772-2381,False,n/a
(518) 381-5763,True,"Schenectady, NY"
(471) 347-7615,False,n/a
(839) 914-9185,False,n/a
(950) 690-1700,False,n/a
(653) 472-9712,False,n/a
(929) 812-2382,True,New York
(238) 274-7379,False,n/a
(334) 321-2322,True,Alabama
(254) 981-9724,True,Texas
(510) 393-4249,True,California
(296) 220-8841,False,n/a
(358) 660-4529,False,n/a
(371) 273-1732,False,n/a
(721) 912-0135,False,n/a
(901) 671-0916,True,Tennessee
(347) 333-1555,True,New York
(985) 662-0123,True,"Hammond, LA"
(940) 287-9234,True,Texas
(221) 467-3403,False,n/a
(518) 771-6983,True,New York
(808) 816-5944,True,Hawaii
(462) 950-8221,False,n/a
(430) 342-4829,True,Texas
